elapsed_s,chamber_f,meat_f,ssr
530,196.6999969,196.8000031,1
532,196.6999969,197.25,1
535,197.1499939,198.1499939,1
536,196.6999969,198.6000061,1
538,196.6999969,198.6000061,1
540,197.1499939,198.6000061,1
542,197.1499939,198.1499939,1
544,197.1499939,200.3999939,1
546,197.1499939,203.1000061,1
549,197.1499939,199.0500031,1
550,196.6999969,197.25,1
554,196.25,199.5,1
560,195.8000031,199.5,1
560,195.8000031,199.9499969,1
560,195.3500061,199.5,1
560,194.8999939,199.5,1
567,194.8999939,198.6000061,1
567,194.8999939,199.5,1
567,194.8999939,197.25,1
568,194.8999939,198.1499939,1
572,194.8999939,198.6000061,1
572,194.4499969,198.1499939,1
574,194.4499969,197.6999969,1
578,194.4499969,197.6999969,1
578,194.4499969,197.6999969,1
584,194.4499969,197.6999969,1
590,194.4499969,197.6999969,1
590,194.4499969,197.6999969,1
590,194.4499969,196.8000031,1
590,194.4499969,198.1499939,1
590,194.4499969,197.6999969,1
592,194.4499969,197.6999969,1
594,194.4499969,197.25,1
596,194.4499969,198.1499939,1
598,194.4499969,198.6000061,1
614,194.4499969,197.25,1
615,194.4499969,198.1499939,1
615,194.4499969,197.6999969,1
615,194.4499969,196.3500061,1
615,194.4499969,198.1499939,1
615,194,198.6000061,1
615,194,198.6000061,1
615,194,196.8000031,1
616,194,198.1499939,1
618,194,199.0500031,1
624,194,198.1499939,1
632,194,198.1499939,1
632,194.4499969,197.6999969,1
632,194.4499969,197.6999969,1
632,194.8999939,197.6999969,1
632,194.4499969,197.6999969,1
632,194.4499969,195.8999939,1
635,195.3500061,195.8999939,1
636,195.3500061,198.1499939,1
638,195.3500061,197.6999969,1
640,195.3500061,199.5,1
642,195.3500061,199.0500031,1
644,196.25,199.9499969,1
646,196.25,198.1499939,1
648,196.25,199.0500031,1
650,196.25,199.5,1
652,196.25,199.9499969,1
654,198.0500031,200.8500061,1
656,198.5,200.3999939,1
658,198.5,201.3000031,1
660,198.9499969,200.8500061,1
662,199.3999939,201.75,1
664,199.8500061,201.3000031,1
666,200.3000031,200.8500061,1
668,200.3000031,202.6499939,1
670,200.75,202.6499939,1
672,200.75,203.5500031,1
674,201.6499939,203.5500031,1
676,202.1000061,203.5500031,1
678,202.1000061,204.4499969,1
680,202.5500031,204,1
682,202.5500031,204.8999939,1
684,202.5500031,204,1
686,203.8999939,205.3500061,1
688,203.8999939,204.8999939,1
690,204.3500061,206.25,1
692,204.8000031,206.25,1
694,204.8000031,206.6999969,1
696,205.25,207.1499939,1
698,205.6999969,206.6999969,1
700,206.1499939,208.0500031,1
702,206.6000061,207.6000061,1
704,206.6000061,209.3999939,1
706,207.0500031,208.5,1
708,207.0500031,208.5,1
710,207.9499969,208.5,1
713,207.9499969,208.5,1
714,207.9499969,208.5,1
716,207.9499969,208.5,1
718,207.9499969,208.5,1
721,207.9499969,208.5,1
722,207.9499969,208.5,1
733,207.9499969,208.5,1
733,207.9499969,208.5,1
733,207.9499969,208.5,1
733,207.9499969,208.5,1
733,207.9499969,208.5,1
734,207.9499969,208.5,1
736,207.9499969,208.5,1
738,207.9499969,208.5,1
749,207.9499969,208.5,1
749,207.9499969,208.5,1
777,207.9499969,208.5,0
779,207.9499969,208.5,1
781,207.9499969,208.5,1
784,215.6000061,216.1499939,1
786,215.6000061,214.8000031,1
787,215.6000061,214.8000031,1
789,215.6000061,216.1499939,1
791,215.6000061,216.1499939,1
793,215.6000061,216.6000061,1
795,216.0500031,216.6000061,1
797,216.0500031,216.6000061,1
799,216.0500031,216.6000061,1
801,216.0500031,216.6000061,1
803,216.0500031,216.6000061,1
805,216.0500031,216.6000061,1
807,216.0500031,216.6000061,1
809,216.0500031,216.6000061,1
817,216.0500031,216.6000061,1
819,216.0500031,216.6000061,0
819,216.0500031,216.6000061,1
819,216.5,216.6000061,1
819,216.5,216.6000061,1
821,216.5,216.6000061,1
823,216.0500031,216.6000061,0
825,216.0500031,216.6000061,1
827,216.0500031,216.6000061,1
829,216.0500031,216.6000061,1
831,216.0500031,216.6000061,1
833,216.0500031,216.6000061,0
835,216.5,216.6000061,1
837,216.5,216.6000061,1
839,216.5,216.6000061,1
841,216.5,216.6000061,1
843,216.5,216.6000061,0
845,216.5,216.6000061,1
847,216.5,216.6000061,1
849,216.5,216.6000061,1
851,216.5,216.6000061,1
853,216.5,216.6000061,0
855,216.5,216.6000061,1
857,216.5,216.6000061,1
859,216.5,216.6000061,1
861,216.5,216.6000061,1
863,216.5,216.6000061,0
865,216.5,216.6000061,1
867,216.5,216.6000061,1
869,216.5,216.6000061,1
871,216.5,216.6000061,1
879,216.5,216.6000061,0
879,216.5,216.6000061,1
879,216.5,216.6000061,1
879,216.5,216.6000061,1
881,216.5,216.6000061,1
883,216.5,216.6000061,0
885,216.5,216.6000061,1
887,216.5,216.6000061,1
889,216.5,216.6000061,1
891,216.5,216.6000061,1
893,216.5,216.6000061,0
895,216.5,216.6000061,1
897,216.5,216.6000061,1
899,216.5,216.6000061,1
901,216.5,216.6000061,1
903,216.5,216.6000061,0
905,216.5,216.6000061,1
907,216.5,216.6000061,1
909,216.5,216.6000061,1
912,216.5,216.6000061,1
913,216.5,216.6000061,0
915,216.5,216.6000061,1
917,216.5,216.6000061,1
919,216.5,216.6000061,1
921,199.8500061,216.6000061,1
923,198.9499969,196.8000031,1
926,198.9499969,196.8000031,1
928,198.0500031,197.6999969,1
929,197.6000061,196.8000031,1
931,197.1499939,197.25,1
933,196.6999969,196.8000031,1
935,196.6999969,197.6999969,1
937,196.6999969,197.6999969,1
939,196.6999969,197.6999969,1
941,196.6999969,197.6999969,1
945,196.6999969,197.6999969,1
945,196.6999969,197.6999969,1
947,196.6999969,197.6999969,1
949,196.6999969,197.6999969,1
951,196.6999969,197.6999969,1
953,196.6999969,197.6999969,1
955,196.6999969,197.6999969,1
957,196.6999969,197.6999969,1
959,196.6999969,197.6999969,1
961,196.6999969,197.6999969,1
963,196.6999969,197.6999969,1
965,196.6999969,197.6999969,1
967,196.6999969,197.6999969,1
970,196.6999969,197.6999969,1
971,196.6999969,197.6999969,1
973,196.6999969,197.6999969,1
975,196.6999969,197.6999969,1
977,196.6999969,197.6999969,1
980,196.6999969,197.6999969,1
981,196.6999969,197.6999969,1
983,196.6999969,197.6999969,1
985,196.6999969,197.6999969,1
987,196.6999969,197.6999969,1
990,196.6999969,197.6999969,1
991,196.6999969,197.6999969,1
993,196.6999969,197.6999969,1
996,196.6999969,197.6999969,1
997,196.6999969,197.6999969,1
999,196.6999969,197.6999969,1
1001,196.6999969,197.6999969,1
1003,196.6999969,197.6999969,1
1005,196.6999969,197.6999969,1
1007,196.6999969,197.6999969,1
1009,196.6999969,197.6999969,1
1011,196.6999969,197.6999969,1
1013,196.6999969,197.6999969,1
1015,196.6999969,197.6999969,1
1017,196.6999969,197.6999969,1
1019,196.6999969,197.6999969,1
1021,196.6999969,197.6999969,1
1023,196.6999969,197.6999969,1
1025,196.6999969,197.6999969,1
1027,196.6999969,197.6999969,1
1029,196.6999969,197.6999969,1
1031,196.6999969,197.6999969,1
1033,196.6999969,197.6999969,1
1035,196.6999969,197.6999969,1
1041,196.6999969,197.6999969,1
1043,196.6999969,197.6999969,1
1043,196.6999969,197.6999969,1
1043,196.6999969,197.6999969,1
1045,196.6999969,197.6999969,1
1047,196.6999969,197.6999969,1
1049,196.6999969,197.6999969,1
1051,196.6999969,197.6999969,1
1053,196.6999969,197.6999969,1
1055,196.6999969,197.6999969,1
1058,196.6999969,197.6999969,1
1059,196.6999969,197.6999969,1
1061,196.6999969,197.6999969,1
1063,191.3000031,192.3000031,1
1065,190.8500061,192.3000031,1
1067,190.8500061,193.1999969,1
1069,190.8500061,191.8500061,1
1071,190.3999939,192.75,1
1073,190.3999939,192.75,1
1075,190.3999939,190.9499969,1
1077,190.8500061,191.3999939,1
1079,190.8500061,191.3999939,1
1081,190.8500061,191.3999939,1
1083,190.8500061,191.3999939,1
1086,190.8500061,191.3999939,1
1087,190.8500061,191.3999939,1
1089,190.8500061,191.3999939,1
1091,190.8500061,191.3999939,1
1093,190.8500061,191.3999939,1
1095,190.8500061,191.3999939,1
1097,190.8500061,191.3999939,1
1099,190.8500061,191.3999939,1
1101,190.8500061,191.3999939,1
1104,190.8500061,191.3999939,1
1109,190.8500061,191.3999939,1
1110,190.8500061,191.3999939,1
1110,190.8500061,191.3999939,1
1113,190.8500061,191.3999939,1
1114,190.8500061,191.3999939,1
1115,190.8500061,191.3999939,1
1119,190.8500061,191.3999939,1
1119,190.8500061,191.3999939,1
1121,190.8500061,191.3999939,1
1123,190.8500061,191.3999939,1
1125,190.8500061,191.3999939,1
1127,190.8500061,191.3999939,1
1129,190.8500061,191.3999939,1
1131,190.8500061,191.3999939,1
1134,190.8500061,191.3999939,1
1135,190.8500061,191.3999939,1
1137,190.8500061,191.3999939,1
1139,190.8500061,191.3999939,1
1141,190.8500061,191.3999939,1
1144,190.8500061,191.3999939,1
1145,190.8500061,191.3999939,1
1147,190.8500061,191.3999939,1
1149,190.8500061,191.3999939,1
1155,190.8500061,191.3999939,1
1155,190.8500061,191.3999939,1
1155,190.8500061,191.3999939,1
1157,190.8500061,191.3999939,1
1159,190.8500061,191.3999939,1
1161,190.8500061,191.3999939,1
1163,190.8500061,191.3999939,1
1165,190.8500061,191.3999939,1
1167,190.8500061,191.3999939,1
1169,190.8500061,191.3999939,1
1171,190.8500061,191.3999939,1
1173,190.8500061,191.3999939,1
1175,190.8500061,191.3999939,1
1177,190.8500061,191.3999939,1
1179,190.8500061,191.3999939,1
1181,190.8500061,191.3999939,1
1183,190.8500061,191.3999939,1
1185,190.8500061,191.3999939,1
1187,190.8500061,191.3999939,1
1193,190.8500061,191.3999939,1
1195,190.8500061,191.3999939,1
1195,190.8500061,191.3999939,1
1195,190.8500061,191.3999939,1
1197,190.8500061,191.3999939,1
1215,190.8500061,191.3999939,1
1215,190.8500061,191.3999939,1
1215,196.6999969,196.3500061,1
1215,196.25,195,1
1215,195.8000031,195,1
1215,195.8000031,195.8999939,1
1215,195.8000031,196.8000031,1
1215,195.8000031,196.8000031,1
1216,195.8000031,196.3500061,1
1217,195.8000031,196.3500061,1
1220,195.8000031,196.3500061,1
1221,195.8000031,196.3500061,1
1223,195.8000031,196.3500061,1
1229,195.8000031,196.3500061,1
1232,195.8000031,196.3500061,1
1232,195.8000031,196.3500061,1
1232,195.8000031,196.3500061,1
1233,195.8000031,196.3500061,1
1245,195.8000031,196.3500061,1
1245,195.8000031,196.3500061,1
1245,195.8000031,196.3500061,1
1245,195.8000031,196.3500061,1
1245,195.8000031,196.3500061,1
1251,195.8000031,196.3500061,1
1254,195.8000031,196.3500061,1
1254,195.8000031,196.3500061,1
1254,195.8000031,196.3500061,1
1254,195.8000031,196.3500061,1
1262,195.8000031,196.3500061,1
1262,195.8000031,196.3500061,1
1262,195.8000031,196.3500061,1
1262,195.8000031,196.3500061,1
1263,195.8000031,196.3500061,1
1265,195.8000031,196.3500061,1
1267,195.8000031,196.3500061,1
1273,195.8000031,196.3500061,1
1276,195.8000031,196.3500061,1
1276,195.8000031,196.3500061,1
1276,195.8000031,196.3500061,1
1277,195.8000031,196.3500061,1
1280,195.8000031,196.3500061,1
1281,195.8000031,196.3500061,1
1297,195.8000031,196.3500061,1
1297,195.8000031,196.3500061,1
1298,195.8000031,196.3500061,1
1298,195.8000031,196.3500061,1
1298,195.8000031,196.3500061,1
1298,195.8000031,196.3500061,1
1298,195.8000031,196.3500061,1
1303,195.8000031,196.3500061,1
1303,195.8000031,196.3500061,1
1303,195.8000031,196.3500061,1
1303,195.8000031,196.3500061,1
1313,195.8000031,196.3500061,1
1321,195.8000031,196.3500061,1
1321,195.8000031,196.3500061,1
1321,195.8000031,196.3500061,1
1321,195.8000031,196.3500061,1
1321,195.8000031,196.3500061,1
1321,195.8000031,196.3500061,1
1321,195.8000031,196.3500061,1
1321,195.8000031,196.3500061,1
1323,195.8000031,196.3500061,1
1325,195.8000031,196.3500061,1
1327,195.8000031,196.3500061,1
1329,195.8000031,196.3500061,1
1331,195.8000031,196.3500061,1
1333,196.6999969,196.8000031,1
1335,196.25,196.8000031,1
1337,196.25,196.8000031,1
1345,196.25,197.25,1
1345,196.25,196.8000031,1
1345,196.25,195.8999939,1
1345,196.25,195.4499969,1
1347,196.25,195.4499969,1
1349,196.25,195.4499969,1
1351,196.25,195.4499969,1
1366,196.25,195.4499969,1
1376,196.25,195.4499969,1
1376,196.25,195.4499969,1
1376,196.25,195.4499969,1
1376,196.25,195.4499969,1
1376,196.25,195.4499969,1
1376,196.25,195.4499969,1
1376,196.25,195.4499969,1
1376,196.25,195.4499969,1
1377,196.25,195.4499969,1
1377,196.25,195.4499969,1
1378,196.25,195.4499969,1
1381,196.25,195.4499969,1
1383,196.25,195.4499969,1
1385,196.25,195.4499969,1
1387,196.25,195.4499969,1
1390,196.25,195.4499969,1
1391,196.25,195.4499969,1
1392,196.25,195.4499969,1
1395,196.25,195.4499969,1
1398,196.25,195.4499969,1
1403,196.25,195.4499969,1
1407,196.25,195.4499969,1
1407,196.25,195.4499969,1
1407,196.25,195.4499969,1
1407,196.25,195.4499969,1
1411,196.25,195.4499969,1
1411,196.25,195.4499969,1
1413,196.25,195.4499969,1
1414,196.25,195.4499969,1
1417,196.25,195.4499969,1
1419,196.25,195.4499969,1
1420,196.25,195.4499969,1
1422,196.25,195.4499969,1
1424,196.25,195.4499969,1
1427,196.25,195.4499969,1
1431,196.25,195.4499969,1
1431,196.25,195.4499969,1
1433,196.25,195.4499969,1
1435,196.25,195.4499969,1
1436,196.25,195.4499969,1
1439,196.25,195.4499969,1
1440,196.25,195.4499969,1
1443,196.25,195.4499969,1
1445,196.25,195.4499969,1
1446,196.25,195.4499969,1
1449,196.25,195.4499969,1
1450,196.25,195.4499969,1
1453,196.25,195.4499969,1
1454,196.25,195.4499969,1
1457,196.25,195.4499969,1
1459,196.25,195.4499969,1
1461,200.75,199.0500031,1
1463,200.75,198.6000061,1
1464,200.3000031,198.6000061,1
1466,200.75,198.1499939,1
1468,200.3000031,198.6000061,1
1471,200.3000031,201.75,1
1472,200.3000031,201.3000031,1
1474,200.3000031,201.3000031,1
1477,200.3000031,201.3000031,1
1479,200.3000031,201.3000031,1
1482,200.3000031,201.3000031,1
1483,200.3000031,201.3000031,1
1484,200.3000031,201.3000031,1
1486,200.3000031,201.3000031,1
1489,200.3000031,201.3000031,1
1490,200.3000031,201.3000031,1
1492,200.3000031,201.3000031,1
1495,200.3000031,201.3000031,1
1496,200.3000031,201.3000031,1
1498,200.3000031,201.3000031,1
1501,200.3000031,201.3000031,1
1503,200.3000031,201.3000031,1
1505,200.3000031,201.3000031,1
1507,200.3000031,201.3000031,1
1508,200.3000031,201.3000031,1
1510,200.3000031,201.3000031,1
1513,200.3000031,201.3000031,1
1515,200.3000031,201.3000031,1
1517,200.3000031,201.3000031,1
1518,200.3000031,201.3000031,1
1521,200.3000031,201.3000031,1
1523,200.3000031,201.3000031,1
1525,200.3000031,201.3000031,1
1526,200.3000031,201.3000031,1
1528,200.3000031,201.3000031,1
1530,200.3000031,201.3000031,1
1533,200.3000031,201.3000031,1
1535,200.3000031,201.3000031,1
1536,200.3000031,201.3000031,1
1538,200.3000031,201.3000031,1
1542,200.3000031,201.3000031,1
1543,200.3000031,201.3000031,1
1544,200.3000031,201.3000031,1
1549,200.3000031,201.3000031,1
1551,200.3000031,201.3000031,1
1551,200.3000031,201.3000031,1
1553,200.3000031,201.3000031,1
1556,200.3000031,201.3000031,1
1558,200.3000031,201.3000031,1
1558,200.3000031,201.3000031,1
1561,200.3000031,201.3000031,1
1562,200.3000031,201.3000031,1
1564,200.3000031,201.3000031,1
1566,200.3000031,201.3000031,1
1568,200.3000031,201.3000031,1
1571,200.3000031,201.3000031,1
1572,200.3000031,201.3000031,1
1575,200.3000031,201.3000031,1
1577,200.3000031,201.3000031,1
1579,200.3000031,201.3000031,1
1585,200.3000031,201.3000031,1
1585,200.3000031,201.3000031,1
1585,200.3000031,201.3000031,1
1586,200.3000031,201.3000031,1
1589,200.3000031,201.3000031,1
1590,200.3000031,201.3000031,1
1592,202.5500031,199.9499969,1
1594,202.5500031,199.0500031,1
1597,202.1000061,200.3999939,1
1602,202.1000061,200.8500061,1
1602,202.1000061,201.75,1
1602,202.1000061,201.3000031,1
1609,202.5500031,200.3999939,1
1611,202.5500031,200.3999939,1
1611,202.5500031,200.3999939,1
1611,202.5500031,200.3999939,1
1613,202.5500031,200.3999939,1
1615,202.5500031,200.3999939,1
1617,202.5500031,200.3999939,1
1618,202.5500031,200.3999939,1
1621,202.5500031,200.3999939,1
1623,202.5500031,200.3999939,1
1626,202.5500031,200.3999939,1
1626,202.5500031,200.3999939,1
1628,202.5500031,200.3999939,1
1631,202.5500031,200.3999939,1
1632,202.5500031,200.3999939,1
1634,202.5500031,200.3999939,1
1636,202.5500031,200.3999939,1
1638,202.5500031,200.3999939,1
1640,202.5500031,200.3999939,1
1645,202.5500031,200.3999939,1
1645,202.5500031,200.3999939,1
1646,202.5500031,200.3999939,1
1648,202.5500031,200.3999939,1
1651,202.5500031,200.3999939,1
1653,202.5500031,200.3999939,1
1654,202.5500031,200.3999939,1
1658,202.5500031,200.3999939,1
1659,202.5500031,200.3999939,1
1660,202.5500031,200.3999939,1
1662,202.5500031,200.3999939,1
1665,202.5500031,200.3999939,1
1667,202.5500031,200.3999939,1
1670,202.5500031,200.3999939,1
1671,202.5500031,200.3999939,1
1673,202.5500031,200.3999939,1
1675,202.5500031,200.3999939,1
1683,202.5500031,200.3999939,1
1683,202.5500031,200.3999939,1
1683,202.5500031,200.3999939,1
1683,202.5500031,200.3999939,1
1685,202.5500031,200.3999939,1
1686,202.5500031,200.3999939,1
1690,202.5500031,200.3999939,1
1693,202.5500031,200.3999939,1
1693,202.5500031,200.3999939,1
1694,202.5500031,200.3999939,1
1697,202.5500031,200.3999939,1
1699,202.5500031,200.3999939,1
1701,202.5500031,200.3999939,1
1703,202.5500031,200.3999939,1
1707,202.5500031,200.3999939,1
1707,202.5500031,200.3999939,1
1709,202.5500031,200.3999939,1
1713,202.5500031,200.3999939,1
1713,202.5500031,200.3999939,1
1714,202.5500031,200.3999939,1
1716,202.5500031,200.3999939,1
1724,202.5500031,200.3999939,1
1724,202.5500031,200.3999939,1
1724,202.5500031,200.3999939,1
1724,207.0500031,200.3999939,1
1726,206.6000061,204.8999939,1
1730,206.6000061,205.3500061,1
1731,206.1499939,205.3500061,1
1733,206.6000061,205.8000031,1
1734,206.6000061,205.3500061,1
1743,206.6000061,205.3500061,1
1743,206.6000061,204.8999939,1
1743,206.6000061,204.8999939,1
1743,206.6000061,204.8999939,1
1762,206.6000061,204.8999939,1
1762,206.6000061,204.8999939,1
1762,206.6000061,204.8999939,1
1762,206.6000061,204.8999939,1
1762,206.6000061,204.8999939,1
1762,206.6000061,204.8999939,1
1762,206.6000061,204.8999939,1
1762,206.6000061,204.8999939,1
1762,206.6000061,204.8999939,1
1762,206.6000061,204.8999939,1
1765,206.6000061,204.8999939,1
1767,206.6000061,204.8999939,1
1774,206.6000061,204.8999939,1
1774,206.6000061,204.8999939,1
1774,206.6000061,204.8999939,1
1774,206.6000061,204.8999939,1
1777,206.6000061,204.8999939,1
1779,206.6000061,204.8999939,1
1829,206.6000061,204.8999939,0
1831,206.6000061,204.8999939,1
1833,206.6000061,204.8999939,1
1834,206.6000061,204.8999939,1
1837,206.6000061,204.8999939,1
1838,206.6000061,204.8999939,1
1841,206.6000061,204.8999939,1
1843,206.6000061,204.8999939,1
1845,206.6000061,204.8999939,1
1847,206.6000061,204.8999939,1
1850,206.6000061,204.8999939,1
1850,206.6000061,204.8999939,1
1852,206.6000061,204.8999939,1
1856,206.6000061,204.8999939,1
1858,206.6000061,204.8999939,1
1858,206.6000061,204.8999939,1
